"ID";"Name";"Longitude_WGS84";"Latitude_WGS84";"Street";"AdmArea";"District";"RouteNumbers";"StationName";"Direction";"Pavilion";"OperatingOrgName";"EntryState";"global_id";"geoData";
"3784";"«Коломенская наб.», Коломенская набережная (3784)";"37.69381412";"55.67523615";"Коломенская набережная";"Южный административный округ";"район Нагатинский Затон";"А156";"Коломенская наб.";"";"да";"ГУП «Мосгортранс»";"активна";"889088496";"{type=Point, coordinates=[37.69381412, 55.67523615]}";
"3785";"«Метро Коломенская», проспект Андропова (3785)";"37.66477936";"55.67942535";"проспект Андропова";"Южный административный округ";"район Нагатинский Затон";"А670; АТ67";"Метро Коломенская";"";"да";"ГУП «Мосгортранс»";"активна";"889088497";"{type=Point, coordinates=[37.66477936, 55.67942535]}";
"3787";"«13-я гор. б-ца», улица Симоновский Вал (3787)";"37.66393432";"55.71833839";"улица Симоновский Вал";"Юго-Восточный административный округ";"Южнопортовый район";"А156; А9; А608; А901; АН13";"13-я гор. б-ца";"";"нет";"";"активна";"889088498";"{type=Point, coordinates=[37.66393432, 55.71833839]}";
"3788";"«Ж.д. переезд», улица Симоновский Вал (3788)";"37.66417052";"55.72367835";"улица Симоновский Вал";"Юго-Восточный административный округ";"Южнопортовый район";"Тм12; Тм43";"Ж.д. переезд";"";"нет";"";"активна";"889088500";"{type=Point, coordinates=[37.66417052, 55.72367835]}";
"3789";"«Ул. Гвоздева», улица Большие Каменщики (3789)";"37.65666735";"55.73564882";"улица Большие Каменщики";"Центральный административный округ";"Таганский район";"А156; АН13";"Ул. Гвоздева";"";"нет";"";"активна";"889088501";"{type=Point, coordinates=[37.65666735, 55.73564882]}";
"3792";"«Метро Таганская», улица Большие Каменщики (3792)";"37.65331306";"55.73908464";"улица Большие Каменщики";"Центральный административный округ";"Таганский район";"А156; А51; АН13";"Метро Таганская";"";"нет";"";"активна";"889088502";"{type=Point, coordinates=[37.65331306, 55.73908464]}";
"3793";"«Ул. Гвоздева», улица Большие Каменщики (3793)";"37.65614072";"55.7355263";"улица Большие Каменщики";"Центральный административный округ";"Таганский район";"А156; АН13";"Ул. Гвоздева";"";"нет";"";"активна";"889088503";"{type=Point, coordinates=[37.65614072, 55.7355263]}";
"3794";"«Ж.д. переезд», улица Симоновский Вал (3794)";"37.6633683";"55.72292752";"улица Симоновский Вал";"Южный административный округ";"Даниловский район";"А156; А9; А608; АН13";"Ж.д. переезд";"";"да";"ГУП «Мосгортранс»";"активна";"889088504";"{type=Point, coordinates=[37.6633683, 55.72292752]}";
"3795";"«13-я гор. б-ца», Велозаводская улица (3795)";"37.66380088";"55.71682013";"Велозаводская улица";"Южный административный округ";"Даниловский район";"А156; А9; А608; А901; АН13";"13-я гор. б-ца";"";"нет";"";"активна";"889088505";"{type=Point, coordinates=[37.66380088, 55.71682013]}";
"3796";"«5-я Кожуховская ул.», улица Сайкина (3796)";"37.66728641";"55.70601994";"улица Сайкина";"Южный административный округ";"Даниловский район";"А156; А186; А608; А8; А193; А901; АН13; А322; АТ67";"5-я Кожуховская ул.";"";"да";"ГУП «Мосгортранс»";"активна";"889088506";"{type=Point, coordinates=[37.66728641, 55.70601994]}";
"3797";"«Диспансер», Затонная улица (3797)";"37.68773487";"55.67546205";"Затонная улица";"Южный административный округ";"район Нагатинский Затон";"А156";"Диспансер";"";"да";"ГУП «Мосгортранс»";"активна";"889088507";"{type=Point, coordinates=[37.68773487, 55.67546205]}";
"3798";"«Коломенская наб.», Коломенская набережная (3798)";"37.69388433";"55.67504039";"Коломенская набережная";"Южный административный округ";"район Нагатинский Затон";"А156";"Коломенская наб.";"";"нет";"";"активна";"889088508";"{type=Point, coordinates=[37.69388433, 55.67504039]}";
"3799";"«Школа», Коломенская набережная (3799)";"37.69777275";"55.67608251";"Коломенская набережная";"Южный административный округ";"район Нагатинский Затон";"А156";"Школа";"";"да";"ГУП «Мосгортранс»";"активна";"889088509";"{type=Point, coordinates=[37.69777275, 55.67608251]}";
